game_id,pair_id,agent,opponent,agent_is_first,result,result_label,moves_agent,moves_total,complexity_total_ns,response_time_mean_ms,response_time_min_ms,response_time_max_ms,available_actions_mean,available_actions_min,available_actions_max,random_seed
487,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,1,win,4,8,2906400,0.7266,0.1132,1.027,7.0,7,7,590201812394118944
488,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,1,1,win,7,13,1224100,0.17487142857142857,0.1298,0.2497,7.0,7,7,926864750261636146
488,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,-1,loss,6,13,6712400,1.1187333333333334,0.8615,1.5141,7.0,7,7,926864750261636146
489,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,6,13,1006000,0.16766666666666666,0.0948,0.2482,7.0,7,7,455594342003592532
489,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,7,13,7226500,1.0323571428571428,0.153,1.4876,7.0,7,7,455594342003592532
490,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,9,19,1336700,0.14852222222222222,0.0949,0.1996,7.0,7,7,77398093239539667
490,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,10,19,9828500,0.98285,0.1527,1.8125,7.0,7,7,77398093239539667
491,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,1,1,win,8,15,1416200,0.177025,0.126,0.2324,7.0,7,7,1631135353816187738
491,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,-1,loss,7,15,8333300,1.1904714285714286,0.8265,1.5716,7.0,7,7,1631135353816187738
492,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,1,-1,loss,4,8,584900,0.146225,0.1006,0.2211,7.0,7,7,6809095590714290590
492,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,1,win,4,8,2909900,0.727475,0.1075,1.0131,7.0,7,7,6809095590714290590
493,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,3,7,393700,0.13123333333333334,0.0877,0.1748,7.0,7,7,4005549400840247470
493,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,4,7,2853400,0.71335,0.1006,0.9774,7.0,7,7,4005549400840247470
494,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,15,31,3220800,0.21472,0.0999,0.3532,6.2,4,7,5219035619191664921
494,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,16,31,21375500,1.33596875,0.1776,2.134,6.1875,4,7,5219035619191664921
495,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,11,23,1938200,0.1762,0.0944,0.3464,7.0,7,7,5047970730336188735
495,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,12,23,13390600,1.1158833333333333,0.1316,2.0535,7.0,7,7,5047970730336188735
496,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,20,41,4726200,0.23631,0.1315,0.3757,5.95,1,7,8211272857064012721
496,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,21,41,25898300,1.233252380952381,0.0138,3.0118,5.904761904761905,1,7,8211272857064012721
497,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,1,-1,loss,13,26,2723700,0.20951538461538463,0.1277,0.2809,6.846153846153846,6,7,8512529567701789914
497,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,1,win,13,26,16209800,1.2469076923076923,0.1647,2.0663,6.769230769230769,6,7,8512529567701789914
498,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,1,-1,loss,4,8,635200,0.1588,0.1192,0.2294,7.0,7,7,1798434905969820497
498,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,0,1,win,4,8,3168500,0.792125,0.1207,1.1537,7.0,7,7,1798434905969820497
499,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,3,7,428400,0.1428,0.0926,0.1994,7.0,7,7,7814203153230510303
499,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,4,7,3018300,0.754575,0.1088,1.0567,7.0,7,7,7814203153230510303
500,RandomBeater1_vs_RLPolicy,RandomBeater1,RLPolicy,0,-1,loss,3,7,440800,0.14693333333333333,0.0878,0.201,7.0,7,7,1766579644842493095
500,RandomBeater1_vs_RLPolicy,RLPolicy,RandomBeater1,1,1,win,4,7,3191000,0.79775,0.1033,1.1004,7.0,7,7,1766579644842493095
501,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,493300,0.16443333333333335,0.0944,0.2115,7.0,7,7,7573945149736722046
501,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1746804800,436.7012,380.2532,495.1646,7.0,7,7,7573945149736722046
502,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,8,16,1605600,0.2007,0.1416,0.2611,7.0,7,7,2117041858531589055
502,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,8,16,3897574700,487.1968375,436.0564,575.1341,7.0,7,7,2117041858531589055
503,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,13,26,3077800,0.23675384615384615,0.1341,0.4149,7.0,7,7,4871373672607660902
503,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,13,26,5167397900,397.49214615384614,89.6252,491.5109,7.0,7,7,4871373672607660902
504,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,8,17,1612100,0.2015125,0.1504,0.2691,7.0,7,7,8482230535339161179
504,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,9,17,3977468200,441.9409111111111,342.6094,553.5396,7.0,7,7,8482230535339161179
505,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,535200,0.1784,0.1031,0.2431,7.0,7,7,255447200175401012
505,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1783862000,445.9655,389.9881,481.9647,7.0,7,7,255447200175401012
506,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,9,17,1746400,0.19404444444444444,0.1241,0.2588,7.0,7,7,1617524813350218802
506,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,8,17,3293205200,411.65065,348.9231,466.9915,7.0,7,7,1617524813350218802
507,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,12,25,3274400,0.2728666666666667,0.1823,0.3774,7.0,7,7,8493862204896572635
507,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,13,25,5005629000,385.04838461538463,77.7144,504.6764,7.0,7,7,8493862204896572635
508,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,9,19,2167500,0.24083333333333334,0.1772,0.3073,7.0,7,7,6050731595499811683
508,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,10,19,4636923100,463.69231,352.0322,529.9786,7.0,7,7,6050731595499811683
509,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,7,14,1176600,0.16808571428571428,0.1173,0.2206,7.0,7,7,8928915159863080638
509,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,7,14,2942094100,420.29915714285715,309.2796,491.0737,7.0,7,7,8928915159863080638
510,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,579300,0.1931,0.1741,0.2191,7.0,7,7,8760466669783895728
510,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1874048800,468.5122,421.9891,497.7795,7.0,7,7,8760466669783895728
511,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,10,19,2160500,0.21605,0.128,0.3253,7.0,7,7,7554601538229185548
511,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,9,19,3593440600,399.2711777777778,72.0283,502.5491,7.0,7,7,7554601538229185548
512,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,10,19,1948400,0.19484,0.1138,0.272,7.0,7,7,153457355352758021
512,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,9,19,3614405600,401.6006222222222,259.6426,512.3281,7.0,7,7,153457355352758021
513,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,1,win,12,24,2751200,0.22926666666666665,0.1375,0.3437,6.833333333333333,6,7,6696618624759284595
513,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,-1,loss,12,24,4847937400,403.9947833333333,267.6353,481.3565,6.833333333333333,6,7,6696618624759284595
514,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,447000,0.149,0.0909,0.1805,7.0,7,7,8978994581468303469
514,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1811946000,452.9865,395.3625,499.9189,7.0,7,7,8978994581468303469
515,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1794100,0.19934444444444444,0.1206,0.2946,7.0,7,7,6166515318241463041
515,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3509715900,389.96843333333334,75.1587,506.267,7.0,7,7,6166515318241463041
516,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,8,16,1503800,0.187975,0.1413,0.2442,7.0,7,7,5598099605295096623
516,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,8,16,2599593300,324.9491625,67.5054,424.1264,7.0,7,7,5598099605295096623
517,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,16,33,4227400,0.2642125,0.1602,0.3836,6.125,2,7,9121869342479352834
517,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,17,33,7178099400,422.2411411764706,139.3547,516.2079,6.0,2,7,9121869342479352834
518,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,10,20,2041600,0.20416,0.1118,0.3482,7.0,7,7,4284803424845022838
518,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,10,20,4028122400,402.81224,281.8062,511.8294,7.0,7,7,4284803424845022838
519,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,7,14,1180500,0.16864285714285712,0.11,0.2269,7.0,7,7,5364561545083323607
519,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,7,14,2737687300,391.0981857142857,243.3495,466.2591,7.0,7,7,5364561545083323607
520,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,9,19,1494200,0.1660222222222222,0.0933,0.2402,7.0,7,7,3133777540173048046
520,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,10,19,3678666500,367.86665,270.022,494.0354,7.0,7,7,3133777540173048046
521,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,7,15,1393200,0.19902857142857142,0.1107,0.2458,7.0,7,7,1162677363570415963
521,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,8,15,3585203200,448.1504,316.5378,513.8955,7.0,7,7,1162677363570415963
522,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,8,17,1602700,0.2003375,0.0986,0.2616,7.0,7,7,8504845307386423775
522,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,9,17,3586191300,398.4657,57.0211,517.9075,7.0,7,7,8504845307386423775
523,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,16,32,3842500,0.24015625,0.1014,0.425,6.6875,4,7,7693695519005565352
523,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,16,32,6431525300,401.97033125,248.1851,491.4837,6.625,4,7,7693695519005565352
524,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1747500,0.19416666666666665,0.1262,0.2497,7.0,7,7,8970344052856718988
524,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3092625300,343.6250333333333,51.4191,478.3754,7.0,7,7,8970344052856718988
525,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1661700,0.18463333333333334,0.1318,0.2386,7.0,7,7,4601957578173604022
525,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3903192300,433.6880333333333,363.3606,510.0939,7.0,7,7,4601957578173604022
526,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1969600,0.21884444444444442,0.121,0.2823,7.0,7,7,3401184074093997225
526,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,4341276900,482.3641,399.5538,591.5442,7.0,7,7,3401184074093997225
527,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,494800,0.16493333333333335,0.0905,0.2128,7.0,7,7,2678201410684439297
527,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1671044300,417.761075,366.1907,490.4962,7.0,7,7,2678201410684439297
528,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,10,21,2232000,0.2232,0.1767,0.2856,7.0,7,7,416250950808132699
528,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,11,21,4632752200,421.15929090909094,135.544,554.0635,7.0,7,7,416250950808132699
529,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,10,21,2307100,0.23071,0.1763,0.3487,6.9,6,7,5667125949672971933
529,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,11,21,4361242400,396.4765818181818,52.425,528.5467,6.818181818181818,6,7,5667125949672971933
530,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,6,13,1209700,0.20161666666666667,0.1805,0.235,7.0,7,7,2756235242664236801
530,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,7,13,3274297900,467.7568428571429,390.1488,506.0013,7.0,7,7,2756235242664236801
531,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,11,22,2629200,0.23901818181818182,0.1325,0.3779,6.909090909090909,6,7,7391000859225820810
531,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,11,22,4264132900,387.6484454545454,55.3903,555.7468,6.909090909090909,6,7,7391000859225820810
532,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,11,23,2281900,0.20744545454545457,0.0972,0.2976,6.7272727272727275,6,7,5951051988624481611
532,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,12,23,5039466100,419.95550833333334,318.8653,490.8784,6.666666666666667,6,7,5951051988624481611
533,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,18,35,4432900,0.24627222222222223,0.1115,0.3573,6.222222222222222,4,7,8278853661975230092
533,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,17,35,7148752100,420.5148294117647,278.7426,532.7224,6.176470588235294,4,7,8278853661975230092
534,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,1,win,7,14,1394600,0.19922857142857142,0.1379,0.2577,7.0,7,7,7458093173403514007
534,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,-1,loss,7,14,3183605600,454.8008,336.1644,530.1052,7.0,7,7,7458093173403514007
535,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,14,28,3788700,0.27062142857142857,0.1502,0.432,7.0,7,7,144495463131236700
535,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,14,28,5633584500,402.39889285714287,72.5279,523.3614,7.0,7,7,144495463131236700
536,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,9,19,1870300,0.2078111111111111,0.0954,0.3072,7.0,7,7,1690256325685428381
536,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,10,19,3734845100,373.48451,217.2033,515.1391,7.0,7,7,1690256325685428381
537,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1869200,0.20768888888888887,0.1101,0.2992,7.0,7,7,169231751798057097
537,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3582949600,398.1055111111111,62.7389,491.0781,7.0,7,7,169231751798057097
538,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,4,8,730600,0.18265,0.11,0.2853,7.0,7,7,4150322327952147596
538,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,4,8,1739812200,434.95305,385.6717,486.6401,7.0,7,7,4150322327952147596
539,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,475600,0.15853333333333333,0.0997,0.2031,7.0,7,7,799359830315004354
539,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1921843600,480.4609,426.4914,526.0382,7.0,7,7,799359830315004354
540,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,1,win,9,18,1610600,0.17895555555555556,0.1284,0.2365,7.0,7,7,2414865490947396777
540,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,-1,loss,9,18,3590365600,398.9295111111111,272.0748,492.6985,7.0,7,7,2414865490947396777
541,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,1,win,8,16,1401200,0.17515,0.0921,0.2515,7.0,7,7,4763806826617862260
541,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,-1,loss,8,16,3418183600,427.27295,322.6993,504.5776,7.0,7,7,4763806826617862260
542,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,8,17,1478700,0.1848375,0.0919,0.2565,7.0,7,7,3648309400699204556
542,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,9,17,3236411700,359.6013,191.7942,465.4229,7.0,7,7,3648309400699204556
543,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,6,12,1092300,0.18205,0.111,0.2212,7.0,7,7,4580912217816460984
543,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,6,12,2495176000,415.8626666666667,343.0395,465.7726,7.0,7,7,4580912217816460984
544,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,10,21,2022400,0.20224,0.099,0.2742,7.0,7,7,1407715747307030529
544,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,11,21,4871058200,442.82347272727276,353.4782,490.506,7.0,7,7,1407715747307030529
545,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,14,29,3475700,0.24826428571428572,0.1285,0.3474,6.571428571428571,6,7,5517438700507611204
545,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,15,29,5556040100,370.4026733333333,90.5621,505.9458,6.6,6,7,5517438700507611204
546,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,459800,0.15326666666666666,0.09,0.1903,7.0,7,7,7858545055547652970
546,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1740527100,435.131775,363.1186,511.9714,7.0,7,7,7858545055547652970
547,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,13,26,3462600,0.2663538461538461,0.1184,0.3802,7.0,7,7,5369259870959151410
547,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,13,26,6073199300,467.1691769230769,225.5068,603.5197,7.0,7,7,5369259870959151410
548,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,11,23,2336500,0.2124090909090909,0.1552,0.3169,6.636363636363637,6,7,8112978200839982549
548,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,12,23,4406917500,367.243125,54.3564,499.0609,6.583333333333333,6,7,8112978200839982549
549,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,15,30,3423200,0.22821333333333335,0.1084,0.3754,6.933333333333334,6,7,4120851263420116865
549,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,15,30,5912413100,394.1608733333333,123.3838,492.1478,6.866666666666666,6,7,4120851263420116865
550,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,11,22,2242200,0.20383636363636365,0.1175,0.2846,7.0,7,7,1789879895677698155
550,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,11,22,4185183500,380.4712272727273,282.6862,453.6123,7.0,7,7,1789879895677698155
551,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,15,29,3929200,0.26194666666666666,0.1349,0.4283,6.533333333333333,5,7,6838470431673995181
551,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,14,29,6992289000,499.4492142857143,385.671,655.0424,6.5,5,7,6838470431673995181
552,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,18,36,4593000,0.25516666666666665,0.1238,0.4051,6.222222222222222,3,7,1078332599655499532
552,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,18,36,6748622500,374.9234722222222,94.1414,589.3069,6.166666666666667,3,7,1078332599655499532
553,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,13,26,3176800,0.24436923076923078,0.1368,0.3461,6.6923076923076925,5,7,4738137574512039658
553,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,13,26,4736591700,364.3532076923077,77.3012,450.886,6.6923076923076925,5,7,4738137574512039658
554,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1642400,0.18248888888888887,0.1345,0.2089,7.0,7,7,8996524163996740744
554,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,2814820700,312.7578555555556,102.2083,434.4256,7.0,7,7,8996524163996740744
555,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,12,24,2695600,0.22463333333333335,0.1149,0.3699,6.833333333333333,6,7,5398256905058688123
555,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,12,24,4879415600,406.6179666666667,242.3001,475.6447,6.75,6,7,5398256905058688123
556,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1789800,0.19886666666666666,0.1072,0.2716,7.0,7,7,1131396474761340910
556,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3657467600,406.3852888888889,318.8612,466.8873,7.0,7,7,1131396474761340910
557,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,11,23,2306100,0.20964545454545455,0.101,0.3113,6.818181818181818,6,7,7057990976469675796
557,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,12,23,4828213700,402.3511416666667,229.0945,499.7429,6.75,6,7,7057990976469675796
558,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,1,win,10,19,1875400,0.18754,0.1099,0.2646,7.0,7,7,8150999203670188137
558,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,-1,loss,9,19,3190603500,354.5115,104.5693,455.1856,7.0,7,7,8150999203670188137
559,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,14,28,3452300,0.24659285714285714,0.1064,0.36,6.785714285714286,5,7,7135302625285356783
559,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,14,28,5633487300,402.39195,280.7618,482.7236,6.714285714285714,5,7,7135302625285356783
560,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,5,11,885700,0.17714,0.0981,0.213,7.0,7,7,7875533566646206004
560,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,6,11,2520686400,420.1144,315.6824,474.8065,7.0,7,7,7875533566646206004
561,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,10,21,1963600,0.19636,0.1022,0.3074,7.0,7,7,5507108797319897370
561,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,11,21,4568348700,415.30442727272725,348.1441,479.7927,7.0,7,7,5507108797319897370
562,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,2012900,0.22365555555555555,0.1122,0.3161,6.777777777777778,6,7,8117436840710016925
562,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3005418500,333.9353888888889,282.7633,434.444,6.666666666666667,6,7,8117436840710016925
563,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,443600,0.14786666666666665,0.087,0.194,7.0,7,7,4278030142960046569
563,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1632988500,408.247125,333.8113,481.292,7.0,7,7,4278030142960046569
564,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,1,win,7,14,1111200,0.15874285714285713,0.0941,0.2066,7.0,7,7,5378892865457709652
564,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,-1,loss,7,14,2961497400,423.0710571428571,330.2036,486.353,7.0,7,7,5378892865457709652
565,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,3,7,431700,0.1439,0.084,0.1765,7.0,7,7,1402145536157574268
565,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,4,7,1651210100,412.802525,342.3003,500.6388,7.0,7,7,1402145536157574268
566,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,13,27,2811000,0.21623076923076923,0.1602,0.3275,6.3076923076923075,4,7,2472027740741984651
566,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,14,27,5679216000,405.65828571428574,56.1523,572.1273,6.142857142857143,4,7,2472027740741984651
567,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,11,22,2328300,0.21166363636363636,0.1346,0.302,6.818181818181818,6,7,1790214976869175655
567,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,11,22,4053741400,368.52194545454546,81.9739,488.5313,6.818181818181818,6,7,1790214976869175655
568,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,4,8,583200,0.1458,0.1047,0.1857,7.0,7,7,6377752552380621963
568,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,4,8,1676396800,419.0992,324.9248,517.4395,7.0,7,7,6377752552380621963
569,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,0,-1,loss,11,23,2323700,0.21124545454545457,0.1025,0.3073,7.0,7,7,4120372267209300117
569,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,1,1,win,12,23,4614469700,384.5391416666667,65.8925,517.783,7.0,7,7,4120372267209300117
570,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,9,18,1866700,0.20741111111111113,0.1121,0.3074,7.0,7,7,6030837881395712404
570,RandomBeater1_vs_MCTS1,MCTS1,RandomBeater1,0,1,win,9,18,3645744000,405.0826666666667,259.9767,516.1758,7.0,7,7,6030837881395712404
571,RandomBeater1_vs_MCTS1,RandomBeater1,MCTS1,1,-1,loss,11,22,1887400,0.17158181818181817,0.1103,0.2261,7.0,7,7,4168703307075198160
