game_id,pair_id,agent,opponent,agent_is_first,result,result_label,moves_agent,moves_total,complexity_total_ns,response_time_mean_ms,response_time_min_ms,response_time_max_ms,available_actions_mean,available_actions_min,available_actions_max,random_seed
190,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,4,7,2996200,0.74905,0.1028,1.1123,7.0,7,7,727659256371332901
191,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,6,13,342100,0.05701666666666667,0.0316,0.1082,7.0,7,7,61651415595000403
191,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,7,13,6481700,0.9259571428571428,0.1109,1.3278,7.0,7,7,61651415595000403
192,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,3,7,179400,0.0598,0.033,0.0956,7.0,7,7,1369196631489287193
192,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,4,7,3126200,0.78155,0.1112,1.1127,7.0,7,7,1369196631489287193
193,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,9,19,443900,0.04932222222222222,0.0271,0.1234,7.0,7,7,7384968856859863022
193,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,10,19,9229600,0.92296,0.1374,1.5622,7.0,7,7,7384968856859863022
194,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,7,15,456500,0.06521428571428571,0.0252,0.1724,7.0,7,7,9150913823874456627
194,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,8,15,8863200,1.1079,0.1626,1.8611,7.0,7,7,9150913823874456627
195,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,7,15,305000,0.04357142857142857,0.0284,0.0974,7.0,7,7,6361983390166132706
195,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,8,15,8763600,1.09545,0.1475,1.549,7.0,7,7,6361983390166132706
196,Random_vs_RLPolicy,Random,RLPolicy,1,-1,loss,7,14,365900,0.05227142857142857,0.0257,0.1563,7.0,7,7,2462428803740542788
196,Random_vs_RLPolicy,RLPolicy,Random,0,1,win,7,14,5854000,0.8362857142857143,0.0939,1.2915,7.0,7,7,2462428803740542788
197,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,3,7,189500,0.06316666666666666,0.0356,0.109,7.0,7,7,2386399850466709653
197,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,4,7,3307100,0.826775,0.1207,1.148,7.0,7,7,2386399850466709653
198,Random_vs_RLPolicy,Random,RLPolicy,0,-1,loss,3,7,228500,0.07616666666666667,0.0374,0.1003,7.0,7,7,5084840034912746177
198,Random_vs_RLPolicy,RLPolicy,Random,1,1,win,4,7,3179700,0.794925,0.0975,1.0995,7.0,7,7,5084840034912746177
199,Random_vs_RLPolicy,Random,RLPolicy,1,-1,loss,4,8,268400,0.0671,0.0303,0.1557,7.0,7,7,1061071023104908451
199,Random_vs_RLPolicy,RLPolicy,Random,0,1,win,4,8,3093300,0.773325,0.11,1.0357,7.0,7,7,1061071023104908451
200,Random_vs_RLPolicy,Random,RLPolicy,1,-1,loss,5,10,307200,0.06144,0.0331,0.1405,7.0,7,7,4957341770696484779
200,Random_vs_RLPolicy,RLPolicy,Random,0,1,win,5,10,4775600,0.95512,0.1395,1.2711,7.0,7,7,4957341770696484779
201,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,8,17,726100,0.0907625,0.082,0.1011,7.0,7,7,6572192463316875840
201,Random_vs_MCTS1,MCTS1,Random,1,1,win,9,17,3288057700,365.3397444444444,133.6961,530.3049,7.0,7,7,6572192463316875840
202,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,264500,0.08816666666666667,0.0844,0.0947,7.0,7,7,3604081475447367734
202,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1743150900,435.787725,378.6276,506.2281,7.0,7,7,3604081475447367734
203,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,4,8,315400,0.07885,0.0433,0.0951,7.0,7,7,4166316071452344847
203,Random_vs_MCTS1,MCTS1,Random,0,1,win,4,8,1683194800,420.7987,349.7985,502.8723,7.0,7,7,4166316071452344847
204,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,269300,0.08976666666666668,0.0857,0.0925,7.0,7,7,3862008394091353113
204,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1832164400,458.0411,394.4536,517.8161,7.0,7,7,3862008394091353113
205,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,474000,0.079,0.0331,0.0924,7.0,7,7,7607868018697546250
205,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,2561184000,426.864,303.7312,502.1345,7.0,7,7,7607868018697546250
206,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,269000,0.08966666666666667,0.0865,0.0923,7.0,7,7,3954545023563699537
206,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1965876700,491.469175,452.5643,524.0299,7.0,7,7,3954545023563699537
207,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,472300,0.07871666666666667,0.0335,0.0897,7.0,7,7,1629960869429416299
207,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,2515646100,419.27435,293.1339,484.7846,7.0,7,7,1629960869429416299
208,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,391300,0.07826,0.0423,0.0889,7.0,7,7,7931413037879018262
208,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2404533500,480.9067,415.1369,526.3438,7.0,7,7,7931413037879018262
209,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,379700,0.094925,0.0854,0.102,7.0,7,7,813262266919432715
209,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,2193724200,438.74484,392.1208,501.7018,7.0,7,7,813262266919432715
210,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,10,20,849100,0.08491,0.042,0.0976,6.9,6,7,8451536077632123806
210,Random_vs_MCTS1,MCTS1,Random,0,1,win,10,20,3198138500,319.81385,52.2124,498.7999,6.9,6,7,8451536077632123806
211,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,9,19,808200,0.0898,0.0856,0.094,7.0,7,7,1412393761082722615
211,Random_vs_MCTS1,MCTS1,Random,1,1,win,10,19,4464937900,446.49379,380.4193,527.45,7.0,7,7,1412393761082722615
212,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,270200,0.09006666666666667,0.0865,0.0946,7.0,7,7,2281762815570595263
212,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1853778500,463.444625,383.7973,501.6926,7.0,7,7,2281762815570595263
213,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,4,8,291600,0.0729,0.0315,0.0901,7.0,7,7,6638396701124242139
213,Random_vs_MCTS1,MCTS1,Random,0,1,win,4,8,1801174000,450.2935,390.0021,490.9495,7.0,7,7,6638396701124242139
214,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,4,8,291300,0.072825,0.0354,0.0859,7.0,7,7,7410650353643953871
214,Random_vs_MCTS1,MCTS1,Random,0,1,win,4,8,1492330300,373.082575,321.8575,437.5478,7.0,7,7,7410650353643953871
215,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,282900,0.0943,0.0894,0.1005,7.0,7,7,5930881408372391000
215,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1939327800,484.83195,434.976,513.6346,7.0,7,7,5930881408372391000
216,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,11,22,942500,0.08568181818181818,0.0386,0.0976,7.0,7,7,6384407529986822846
216,Random_vs_MCTS1,MCTS1,Random,0,1,win,11,22,4538263600,412.5694181818182,194.2166,522.4397,7.0,7,7,6384407529986822846
217,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,10,21,913000,0.0913,0.0872,0.1085,7.0,7,7,48041307202619540
217,Random_vs_MCTS1,MCTS1,Random,1,1,win,11,21,4858572900,441.68844545454544,255.2788,548.319,7.0,7,7,48041307202619540
218,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,12,24,1053400,0.08778333333333332,0.0431,0.1155,6.833333333333333,6,7,8692858205661833358
218,Random_vs_MCTS1,MCTS1,Random,0,1,win,12,24,5259906000,438.3255,206.5838,537.5449,6.75,6,7,8692858205661833358
219,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,13,26,1148000,0.08830769230769231,0.0425,0.1054,6.615384615384615,5,7,8163099297166129647
219,Random_vs_MCTS1,MCTS1,Random,0,1,win,13,26,5549121000,426.85546153846155,280.1125,521.2892,6.538461538461538,5,7,8163099297166129647
220,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,390500,0.097625,0.0875,0.1131,7.0,7,7,2655110926948287057
220,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,2324937100,464.98742,397.5989,524.0001,7.0,7,7,2655110926948287057
221,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,13,26,1150100,0.08846923076923077,0.0343,0.1059,7.0,7,7,2640578373214292061
221,Random_vs_MCTS1,MCTS1,Random,0,1,win,13,26,7268053300,559.0810230769231,390.9462,695.0063,6.923076923076923,6,7,2640578373214292061
222,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,397200,0.07944,0.037,0.0935,7.0,7,7,989380629385805911
222,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2206256700,441.25134,400.9739,488.5949,7.0,7,7,989380629385805911
223,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,389800,0.07796,0.0335,0.0908,7.0,7,7,1836174067180443207
223,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2039236100,407.84722,181.8372,489.324,7.0,7,7,1836174067180443207
224,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,397200,0.07944,0.0338,0.0964,7.0,7,7,1628311631478589888
224,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2394701700,478.94034,367.6037,582.0998,7.0,7,7,1628311631478589888
225,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,6,13,573600,0.0956,0.0873,0.1023,7.0,7,7,2338967994273827608
225,Random_vs_MCTS1,MCTS1,Random,1,1,win,7,13,2724305600,389.1865142857143,75.6055,543.8035,7.0,7,7,2338967994273827608
226,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,669100,0.0836375,0.0352,0.0941,7.0,7,7,2446815371768188787
226,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,3725965500,465.7456875,337.9692,594.0426,7.0,7,7,2446815371768188787
227,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,460300,0.09206,0.0808,0.1044,7.0,7,7,4004869228511519416
227,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2925146400,487.5244,457.3035,521.449,7.0,7,7,4004869228511519416
228,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,278900,0.09296666666666667,0.089,0.0974,7.0,7,7,1279799960669474883
228,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1917646000,479.4115,406.0516,529.8207,7.0,7,7,1279799960669474883
229,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,274500,0.0915,0.0871,0.0952,7.0,7,7,8311683433988189915
229,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,2032911300,508.227825,469.3317,556.0302,7.0,7,7,8311683433988189915
230,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,286500,0.0955,0.0893,0.1021,7.0,7,7,5285563859865782679
230,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1860419300,465.104825,362.2716,526.0371,7.0,7,7,5285563859865782679
231,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,262300,0.08743333333333334,0.0807,0.0911,7.0,7,7,3704875812750994922
231,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,2064771500,516.192875,434.4627,555.9516,7.0,7,7,3704875812750994922
232,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,471800,0.09436,0.0901,0.0977,7.0,7,7,8810886239847026365
232,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,3164664900,527.44415,420.4356,589.727,7.0,7,7,8810886239847026365
233,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,6,13,627700,0.10461666666666668,0.0909,0.1424,7.0,7,7,5394294223883512750
233,Random_vs_MCTS1,MCTS1,Random,1,1,win,7,13,3256789900,465.2557,316.6715,553.3794,7.0,7,7,5394294223883512750
234,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,10,20,878000,0.0878,0.0399,0.1261,6.7,6,7,6271757504219797872
234,Random_vs_MCTS1,MCTS1,Random,0,1,win,10,20,4811519900,481.15199,409.1945,528.4115,6.6,6,7,6271757504219797872
235,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,439000,0.0878,0.081,0.0929,7.0,7,7,7188925328589979675
235,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2494619600,415.7699333333333,313.0339,511.0236,7.0,7,7,7188925328589979675
236,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,12,24,1010400,0.0842,0.0336,0.0982,6.916666666666667,6,7,8911378525839760800
236,Random_vs_MCTS1,MCTS1,Random,0,1,win,12,24,4366379600,363.8649666666667,100.1582,490.6533,6.833333333333333,6,7,8911378525839760800
237,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,383200,0.07664,0.0365,0.0884,7.0,7,7,7564601239087183171
237,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2217155900,443.43118,390.1718,500.8292,7.0,7,7,7564601239087183171
238,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,7,14,546000,0.078,0.0314,0.0888,7.0,7,7,2265913176614597763
238,Random_vs_MCTS1,MCTS1,Random,0,1,win,7,14,3284586700,469.2266714285714,396.9214,560.2789,7.0,7,7,2265913176614597763
239,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,660600,0.082575,0.0367,0.0918,7.0,7,7,7764483475195189341
239,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,3555961600,444.4952,290.9527,550.5634,6.875,6,7,7764483475195189341
240,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,368900,0.092225,0.0903,0.0943,7.0,7,7,2181242230297122379
240,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,2279661200,455.93224,328.1377,522.5312,7.0,7,7,2181242230297122379
241,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,410000,0.082,0.0388,0.0955,7.0,7,7,1417970310356086570
241,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,2643084700,528.61694,444.8349,657.0659,7.0,7,7,1417970310356086570
242,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,347700,0.086925,0.0844,0.0889,7.0,7,7,1845611898821963693
242,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,2236949300,447.38986,350.4379,514.1575,7.0,7,7,1845611898821963693
243,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,675800,0.084475,0.0326,0.0995,7.0,7,7,9181607249421939037
243,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,3856263000,482.032875,326.7704,586.8491,7.0,7,7,9181607249421939037
244,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,6,13,535300,0.08921666666666667,0.0837,0.107,7.0,7,7,6140612165882845286
244,Random_vs_MCTS1,MCTS1,Random,1,1,win,7,13,3088218900,441.1741285714286,379.9179,500.0891,7.0,7,7,6140612165882845286
245,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,259700,0.08656666666666667,0.0824,0.0916,7.0,7,7,2746963133313900815
245,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1830522100,457.630525,348.6947,513.2504,7.0,7,7,2746963133313900815
246,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,675500,0.0844375,0.0321,0.1226,7.0,7,7,4905699314871953829
246,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,3297003900,412.1254875,217.621,498.3254,7.0,7,7,4905699314871953829
247,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,493200,0.0822,0.0343,0.1151,7.0,7,7,2111040208792537059
247,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,2627709200,437.9515333333333,367.2572,495.2719,7.0,7,7,2111040208792537059
248,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,9,18,759700,0.0844111111111111,0.0485,0.0944,6.777777777777778,6,7,7307890831745390813
248,Random_vs_MCTS1,MCTS1,Random,0,1,win,9,18,4064067500,451.5630555555556,333.2138,521.7848,6.666666666666667,6,7,7307890831745390813
249,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,11,22,916600,0.08332727272727272,0.0341,0.0942,7.0,7,7,4486455460220304105
249,Random_vs_MCTS1,MCTS1,Random,0,1,win,11,22,5460016000,496.36509090909095,247.038,646.7549,7.0,7,7,4486455460220304105
250,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,708500,0.0885625,0.0357,0.1269,7.0,7,7,1841982045939327270
250,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,3507366500,438.4208125,253.5801,509.0937,7.0,7,7,1841982045939327270
251,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,437700,0.08754,0.0832,0.0936,7.0,7,7,7173616743807302558
251,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2676079600,446.0132666666667,380.1874,493.318,7.0,7,7,7173616743807302558
252,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,11,23,1075700,0.0977909090909091,0.0913,0.1088,6.909090909090909,6,7,8467431955650005121
252,Random_vs_MCTS1,MCTS1,Random,1,1,win,12,23,5854092300,487.841025,229.5405,612.9189,6.833333333333333,6,7,8467431955650005121
253,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,9,19,906300,0.1007,0.0943,0.1121,7.0,7,7,2314961785122514757
253,Random_vs_MCTS1,MCTS1,Random,1,1,win,10,19,4751375600,475.13756,310.6647,604.0558,7.0,7,7,2314961785122514757
254,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,6,13,574200,0.0957,0.0904,0.1041,7.0,7,7,8293896161090893040
254,Random_vs_MCTS1,MCTS1,Random,1,1,win,7,13,3097863800,442.5519714285714,362.3177,491.7777,7.0,7,7,8293896161090893040
255,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,491600,0.09832,0.0959,0.1003,7.0,7,7,8312870969354741397
255,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2573668900,428.94481666666667,304.7044,511.5824,7.0,7,7,8312870969354741397
256,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,547000,0.09116666666666667,0.0584,0.1149,7.0,7,7,8737197167286563391
256,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,2526646700,421.1077833333333,376.2043,493.576,7.0,7,7,8737197167286563391
257,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,519300,0.08655,0.0508,0.0969,7.0,7,7,1822931738910224940
257,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,2746643700,457.77395,411.7637,517.3078,7.0,7,7,1822931738910224940
258,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,7,15,722200,0.10317142857142857,0.0886,0.1487,7.0,7,7,5702565740739528184
258,Random_vs_MCTS1,MCTS1,Random,1,1,win,8,15,3923685400,490.460675,449.0255,527.2077,7.0,7,7,5702565740739528184
259,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,499800,0.09996,0.0645,0.1382,7.0,7,7,151676105191635112
259,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,1687930800,337.58616,111.039,481.2863,7.0,7,7,151676105191635112
260,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,286100,0.09536666666666667,0.0907,0.0991,7.0,7,7,7812020737799810303
260,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,1837822000,459.4555,382.3009,513.2789,7.0,7,7,7812020737799810303
261,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,11,23,1087900,0.0989,0.0909,0.1036,6.909090909090909,6,7,3281267489224866676
261,Random_vs_MCTS1,MCTS1,Random,1,1,win,12,23,4411093400,367.59111666666666,43.5309,641.3723,6.916666666666667,6,7,3281267489224866676
262,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,467000,0.0934,0.0854,0.0994,7.0,7,7,8329361963185968222
262,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2952231000,492.0385,347.1347,593.4126,7.0,7,7,8329361963185968222
263,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,382400,0.0956,0.0905,0.1061,7.0,7,7,7324403283462235326
263,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,2495625700,499.12514,477.2132,511.9576,7.0,7,7,7324403283462235326
264,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,7,14,627800,0.08968571428571429,0.036,0.1113,7.0,7,7,2581955593084439647
264,Random_vs_MCTS1,MCTS1,Random,0,1,win,7,14,3293802500,470.54321428571427,418.6889,541.2661,7.0,7,7,2581955593084439647
265,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,9,19,883400,0.09815555555555557,0.0892,0.1115,7.0,7,7,1377909270786843384
265,Random_vs_MCTS1,MCTS1,Random,1,1,win,10,19,4413705100,441.37051,236.9418,513.184,7.0,7,7,1377909270786843384
266,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,4,8,403600,0.1009,0.0374,0.1253,7.0,7,7,6341016176499804304
266,Random_vs_MCTS1,MCTS1,Random,0,1,win,4,8,3834032700,958.508175,855.9083,1072.6885,7.0,7,7,6341016176499804304
267,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,9,19,994400,0.11048888888888889,0.0907,0.1415,7.0,7,7,3743935995952156515
267,Random_vs_MCTS1,MCTS1,Random,1,1,win,10,19,6269371600,626.93716,187.4895,1142.5013,7.0,7,7,3743935995952156515
268,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,9,18,837500,0.09305555555555556,0.0572,0.1086,7.0,7,7,7921343931870350595
268,Random_vs_MCTS1,MCTS1,Random,0,1,win,9,18,3718289500,413.14327777777777,264.0725,500.478,7.0,7,7,7921343931870350595
269,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,5,11,484300,0.09686,0.0918,0.1053,7.0,7,7,8292865475258216026
269,Random_vs_MCTS1,MCTS1,Random,1,1,win,6,11,2282455900,380.4093166666667,176.6378,474.8474,7.0,7,7,8292865475258216026
270,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,10,20,951300,0.09513,0.0614,0.1105,7.0,7,7,5981859441782601095
270,Random_vs_MCTS1,MCTS1,Random,0,1,win,10,20,4359875900,435.98759,256.8513,507.0215,7.0,7,7,5981859441782601095
271,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,10,20,1213900,0.12139,0.0426,0.2304,6.8,6,7,2054473286544712789
271,Random_vs_MCTS1,MCTS1,Random,0,1,win,10,20,9633698700,963.36987,424.2754,1371.9577,6.8,6,7,2054473286544712789
272,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,617500,0.1235,0.0922,0.1518,7.0,7,7,5935305358909684851
272,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,4575190900,915.03818,613.2031,1046.5048,7.0,7,7,5935305358909684851
273,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,7,15,891800,0.1274,0.1194,0.1329,7.0,7,7,568945615276181819
273,Random_vs_MCTS1,MCTS1,Random,1,1,win,8,15,7983361500,997.9201875,777.5973,1155.7486,7.0,7,7,568945615276181819
274,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,390200,0.13006666666666666,0.1283,0.1325,7.0,7,7,1139437569494383240
274,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,3826103000,956.52575,814.5613,1043.4826,7.0,7,7,1139437569494383240
275,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,387500,0.12916666666666668,0.1246,0.1316,7.0,7,7,2548216228301915281
275,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,4152962900,1038.240725,912.8635,1171.9862,7.0,7,7,2548216228301915281
276,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,4,8,449600,0.1124,0.0601,0.1414,7.0,7,7,7552777797838414267
276,Random_vs_MCTS1,MCTS1,Random,0,1,win,4,8,3721903400,930.47585,852.6547,988.8507,7.0,7,7,7552777797838414267
277,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,633100,0.12662,0.059,0.1591,7.0,7,7,2638755178893501633
277,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,4990206200,998.04124,792.715,1173.5173,7.0,7,7,2638755178893501633
278,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,470900,0.15696666666666664,0.1375,0.1813,7.0,7,7,4082717048580622905
278,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,3958739500,989.684875,446.2751,1183.2768,7.0,7,7,4082717048580622905
279,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,7,14,856200,0.12231428571428571,0.081,0.138,7.0,7,7,6502609031305715524
279,Random_vs_MCTS1,MCTS1,Random,0,1,win,7,14,5790183700,827.1691,403.0651,1101.5799,7.0,7,7,6502609031305715524
280,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,3,7,380800,0.12693333333333331,0.1221,0.135,7.0,7,7,7988331119472156870
280,Random_vs_MCTS1,MCTS1,Random,1,1,win,4,7,3409445600,852.3614,369.4791,1037.8734,7.0,7,7,7988331119472156870
281,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,573500,0.143375,0.1344,0.1492,7.0,7,7,1196731151313625500
281,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,5055048700,1011.00974,889.3035,1118.4409,7.0,7,7,1196731151313625500
282,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,7,14,852700,0.12181428571428571,0.0697,0.1374,7.0,7,7,6388793000973356085
282,Random_vs_MCTS1,MCTS1,Random,0,1,win,7,14,6361758900,908.8227,603.4425,1118.5935,7.0,7,7,6388793000973356085
283,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,6,13,855900,0.14265,0.1211,0.2136,7.0,7,7,8116925520186964171
283,Random_vs_MCTS1,MCTS1,Random,1,1,win,7,13,7032755700,1004.6793857142858,718.9212,1159.4398,7.0,7,7,8116925520186964171
284,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,5,10,737500,0.1475,0.0629,0.2533,7.0,7,7,3780469384849775986
284,Random_vs_MCTS1,MCTS1,Random,0,1,win,5,10,5493114200,1098.62284,939.0203,1163.2927,7.0,7,7,3780469384849775986
285,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,6,12,729100,0.12151666666666668,0.0709,0.1359,7.0,7,7,3379165966796465768
285,Random_vs_MCTS1,MCTS1,Random,0,1,win,6,12,6164484200,1027.4140333333335,821.8331,1280.7163,7.0,7,7,3379165966796465768
286,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,4,9,503500,0.125875,0.1223,0.1283,7.0,7,7,380229300412825258
286,Random_vs_MCTS1,MCTS1,Random,1,1,win,5,9,4321822800,864.36456,431.0124,1091.1063,7.0,7,7,380229300412825258
287,Random_vs_MCTS1,Random,MCTS1,0,-1,loss,8,17,990700,0.1238375,0.0882,0.1388,7.0,7,7,7446177711240988981
287,Random_vs_MCTS1,MCTS1,Random,1,1,win,9,17,8864734000,984.9704444444444,760.3447,1116.3698,7.0,7,7,7446177711240988981
288,Random_vs_MCTS1,Random,MCTS1,1,-1,loss,8,16,1067800,0.133475,0.0956,0.1789,7.0,7,7,4161092402867144507
288,Random_vs_MCTS1,MCTS1,Random,0,1,win,8,16,6676673600,834.5842,110.8838,1090.8396,7.0,7,7,4161092402867144507
